127.0.0.1 - - [01/Apr/2021:20:56:53 -0300] "GET / HTTP/1.1" 404 748
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:09 -0300] "GET /ProjetoTrilhaWeb/imgs/delete.png HTTP/1.1" 200 55056
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:12 -0300] "DELETE /ProjetoTrilhaWeb/rest/marca/excluir/5 HTTP/1.1" 200 30
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:12 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_glass_100_f6f6f6_1x400.png HTTP/1.1" 200 324
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:12 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_highlight-soft_100_eeeeee_1x100.png HTTP/1.1" 200 342
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:12 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_gloss-wave_35_f6a828_500x100.png HTTP/1.1" 200 5873
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:12 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-icons_222222_256x240.png HTTP/1.1" 200 7025
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:12 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-icons_ef8c08_256x240.png HTTP/1.1" 200 4618
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:12 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_diagonals-thick_20_666666_40x40.png HTTP/1.1" 200 384
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:12 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_glass_100_fdf5ce_1x400.png HTTP/1.1" 200 406
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:12 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarNome?valorBusca= HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:17 -0300] "GET /ProjetoTrilhaWeb/css/images/ui-bg_glass_65_ffffff_1x400.png HTTP/1.1" 200 265
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:18 -0300] "DELETE /ProjetoTrilhaWeb/rest/marca/excluir/3 HTTP/1.1" 200 83
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:18 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarNome?valorBusca= HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:31 -0300] "DELETE /ProjetoTrilhaWeb/rest/marca/excluir/1 HTTP/1.1" 200 83
0:0:0:0:0:0:0:1 - - [01/Apr/2021:20:57:31 -0300] "GET /ProjetoTrilhaWeb/rest/marca/buscarNome?valorBusca= HTTP/1.1" 200 101
